id,city_id,city_name,state,clinical,clinical_sus,icu,icu_sus,kind,organization
2570394,520620,Cristalina,GO,2,0,0,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2570416,522150,Turvânia,GO,15,15,0,0,HOSPITAL GERAL,MUNICIPIO
2570424,521260,Mairipotaba,GO,11,11,0,0,HOSPITAL GERAL,MUNICIPIO
2570777,522045,Senador Canedo,GO,55,49,11,9,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2570823,520450,Caldas Novas,GO,39,7,20,3,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2571072,521310,Mineiros,GO,34,21,0,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2571080,520013,Acreúna,GO,22,0,0,0,HOSPITAL GERAL,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESARIA)
2571099,521010,Ipameri,GO,2,0,0,0,PRONTO SOCORRO ESPECIALIZADO,SOCIEDADE EMPRESARIA LIMITADA
2571196,520549,Cidade Ocidental,GO,34,15,0,0,HOSPITAL/DIA - ISOLADO,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESARIA)
2571218,520830,Divinópolis de Goiás,GO,18,18,0,0,HOSPITAL GERAL,MUNICIPIO
2571242,521310,Mineiros,GO,19,10,0,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2571439,521925,Santa Fé de Goiás,GO,14,14,0,0,HOSPITAL GERAL,MUNICIPIO
2571528,260960,Olinda,PE,1,1,0,0,HOSPITAL/DIA - ISOLADO,SOCIEDADE EMPRESARIA LIMITADA
2571714,410320,Bom Sucesso,PR,20,20,0,0,HOSPITAL GERAL,MUNICIPIO
2571811,410460,Capitão Leônidas Marques,PR,30,28,1,1,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2571978,410975,Ibema,PR,29,29,1,1,HOSPITAL GERAL,MUNICIPIO
2572192,410530,Céu Azul,PR,30,24,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2572257,411345,Lindoeste,PR,18,18,0,0,HOSPITAL GERAL,MUNICIPIO
2572265,411550,Marumbi,PR,15,15,0,0,HOSPITAL GERAL,MUNICIPIO
2572370,410820,Formosa do Oeste,PR,32,26,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2572443,410930,Guaraniaçu,PR,40,33,0,0,HOSPITAL GERAL,FUNDACAO PRIVADA
2572818,412090,Quedas do Iguaçu,PR,30,30,1,1,HOSPITAL GERAL,MUNICIPIO
2573032,412855,Vera Cruz do Oeste,PR,21,20,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2573075,410930,Guaraniaçu,PR,23,18,0,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2573172,411670,Nova Aurora,PR,44,36,0,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2573318,410870,Grandes Rios,PR,23,23,0,0,HOSPITAL GERAL,MUNICIPIO
2573415,411310,Kaloré,PR,19,19,0,0,HOSPITAL GERAL,MUNICIPIO
2573423,410330,Borrazópolis,PR,23,23,1,1,HOSPITAL GERAL,MUNICIPIO
2573466,412580,São Pedro do Ivaí,PR,20,18,1,1,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2573504,411210,Jandaia do Sul,PR,296,296,8,0,HOSPITAL ESPECIALIZADO,ASSOCIACAO PRIVADA
2575957,411605,Missal,PR,23,20,0,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2576171,410150,Arapongas,PR,22,0,0,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2576198,410150,Arapongas,PR,78,66,11,5,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2576341,410150,Arapongas,PR,265,246,68,63,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2576430,410760,Faxinal,PR,23,23,0,0,HOSPITAL GERAL,MUNICIPIO
2577240,412600,São Sebastião da Amoreira,PR,25,25,0,0,UNIDADE MISTA,MUNICIPIO
2577283,410190,Assaí,PR,32,32,0,0,HOSPITAL GERAL,MUNICIPIO
2577380,410640,Cornélio Procópio,PR,66,46,14,4,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2577410,410240,Bandeirantes,PR,90,82,15,10,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2577429,410240,Bandeirantes,PR,32,0,0,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2577445,412640,Sertaneja,PR,23,23,0,0,HOSPITAL GERAL,MUNICIPIO
2577496,412470,São Jerônimo da Serra,PR,20,20,0,0,HOSPITAL GERAL,MUNICIPIO
2577534,412130,Rancho Alegre,PR,16,16,0,0,UNIDADE MISTA,MUNICIPIO
2577623,411370,Londrina,PR,158,121,22,17,HOSPITAL ESPECIALIZADO,ASSOCIACAO PRIVADA
2577704,411370,Londrina,PR,58,0,10,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2577739,411370,Londrina,PR,0,0,0,0,HOSPITAL/DIA - ISOLADO,SOCIEDADE SIMPLES LIMITADA
2577755,411370,Londrina,PR,24,0,0,0,HOSPITAL ESPECIALIZADO,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA SIMPLES)
2577763,411370,Londrina,PR,117,117,0,0,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2578409,411370,Londrina,PR,65,65,0,0,HOSPITAL ESPECIALIZADO,SOCIEDADE SIMPLES LIMITADA
2578425,411370,Londrina,PR,4,0,0,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2578468,411370,Londrina,PR,220,200,0,0,HOSPITAL ESPECIALIZADO,SOCIEDADE EMPRESARIA LIMITADA
2578506,411370,Londrina,PR,12,8,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2578670,411370,Londrina,PR,109,109,5,5,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2579316,411370,Londrina,PR,6,6,0,0,CENTRO DE ATENCAO PSICOSSOCIAL,MUNICIPIO
2579391,411370,Londrina,PR,13,13,0,0,HOSPITAL ESPECIALIZADO,MUNICIPIO
2579561,411370,Londrina,PR,6,0,0,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2579685,411370,Londrina,PR,10,0,0,0,HOSPITAL GERAL,SOCIEDADE SIMPLES LIMITADA
2580055,411370,Londrina,PR,145,89,56,43,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2582058,411100,Itambaracá,PR,21,21,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2582066,412840,Uraí,PR,39,39,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2582325,410010,Abatiá,PR,22,21,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2582430,410600,Congonhinhas,PR,14,14,0,0,HOSPITAL GERAL,MUNICIPIO
2582449,410640,Cornélio Procópio,PR,90,63,20,14,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2582465,412190,Ribeirão do Pinhal,PR,38,35,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2582503,412310,Santa Amélia,PR,13,13,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2582538,410190,Assaí,PR,9,0,0,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2582554,410110,Andirá,PR,47,43,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2582597,412620,Sapopema,PR,31,31,0,0,HOSPITAL GERAL,MUNICIPIO
2582627,411095,Itaipulândia,PR,25,25,0,0,HOSPITAL GERAL,MUNICIPIO
2582716,411580,Medianeira,PR,72,45,12,4,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2583178,411605,Missal,PR,7,0,0,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2583291,412440,Santo Antônio do Sudoeste,PR,2,2,0,0,PRONTO SOCORRO GERAL,MUNICIPIO
2583712,412380,Santa Izabel do Oeste,PR,26,26,0,0,HOSPITAL GERAL,MUNICIPIO
2584573,412035,Pranchita,PR,34,34,1,1,HOSPITAL GERAL,FUNDACAO MUNICIPAL
2584808,412035,Pranchita,PR,7,4,1,1,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2584832,411980,Planalto,PR,34,29,1,1,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2585030,412520,São Jorge d'oeste,PR,26,19,1,1,HOSPITAL GERAL,EMPRESARIO (INDIVIDUAL)
2585057,412440,Santo Antônio do Sudoeste,PR,23,20,1,1,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2585340,412300,Salto do Lontra,PR,15,15,1,1,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2585367,411540,Marmeleiro,PR,40,27,1,1,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2585766,411420,Mandaguari,PR,45,0,0,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2586061,410450,Capanema,PR,33,23,1,1,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2586088,411725,Nova Prata do Iguaçu,PR,15,0,1,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2586096,412860,Verê,PR,20,18,1,1,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2586142,411520,Maringá,PR,26,20,10,6,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2586169,411520,Maringá,PR,94,65,6,6,HOSPITAL GERAL,SOCIEDADE SIMPLES LIMITADA
2586312,411520,Maringá,PR,12,8,0,0,CENTRO DE ATENCAO PSICOSSOCIAL,MUNICIPIO
2586444,411520,Maringá,PR,56,1,10,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2586452,411520,Maringá,PR,2,1,0,0,HOSPITAL/DIA - ISOLADO,SOCIEDADE EMPRESARIA LIMITADA
2586584,411520,Maringá,PR,0,0,0,0,CLINICA/CENTRO DE ESPECIALIDADE,SOCIEDADE SIMPLES PURA
2587149,411520,Maringá,PR,5,0,0,0,HOSPITAL/DIA - ISOLADO,SOCIEDADE EMPRESARIA LIMITADA
2587165,411520,Maringá,PR,116,1,33,0,HOSPITAL GERAL,SOCIEDADE ANONIMA FECHADA
2587289,411520,Maringá,PR,272,240,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2587335,411520,Maringá,PR,82,82,26,25,HOSPITAL GERAL,AUTARQUIA ESTADUAL OU DO DISTRITO FEDERAL
2587343,411520,Maringá,PR,60,0,10,0,HOSPITAL GERAL,SOCIEDADE ANONIMA FECHADA
2587645,411695,Nova Esperança do Sudoeste,PR,10,10,1,1,HOSPITAL GERAL,MUNICIPIO
2587734,411150,Ivaiporã,PR,43,43,1,1,HOSPITAL GERAL,MUNICIPIO
2587777,411250,Jardim Alegre,PR,19,19,0,0,HOSPITAL GERAL,MUNICIPIO
2587785,410440,Cândido de Abreu,PR,25,25,0,0,HOSPITAL GERAL,MUNICIPIO
2587793,412265,Rosário do Ivaí,PR,20,20,1,1,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2587823,411727,Nova Tebas,PR,44,44,1,1,HOSPITAL GERAL,MUNICIPIO
2588188,411560,Matelândia,PR,41,28,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2588234,411580,Medianeira,PR,38,0,0,0,HOSPITAL GERAL,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESARIA)
2588242,411450,Manoel Ribas,PR,19,19,1,1,HOSPITAL GERAL,MUNICIPIO
2588404,410855,Godoy Moreira,PR,8,8,0,0,HOSPITAL GERAL,MUNICIPIO
2588803,220170,Bertolínia,PI,4,4,0,0,UNIDADE MISTA,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2588897,420740,Imbuia,SC,11,10,0,0,HOSPITAL GERAL,FUNDACAO MUNICIPAL
2589192,521000,Inhumas,GO,15,15,1,1,HOSPITAL GERAL,MUNICIPIO
2589214,521000,Inhumas,GO,37,18,4,2,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2589230,521000,Inhumas,GO,20,9,0,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2589265,521150,Itumbiara,GO,58,14,12,10,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2589281,521150,Itumbiara,GO,21,2,0,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2589516,520140,Aparecida de Goiânia,GO,7,7,0,0,HOSPITAL ESPECIALIZADO,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2589532,520140,Aparecida de Goiânia,GO,112,89,18,6,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2589605,520140,Aparecida de Goiânia,GO,67,52,20,17,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2589672,520140,Aparecida de Goiânia,GO,200,160,0,0,HOSPITAL ESPECIALIZADO,SOCIEDADE EMPRESARIA LIMITADA
2589737,520140,Aparecida de Goiânia,GO,56,46,26,17,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2589761,520140,Aparecida de Goiânia,GO,32,0,5,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2590166,411375,Lunardelli,PR,25,15,1,1,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2590182,411150,Ivaiporã,PR,52,38,14,13,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2590271,412385,Santa Maria do Oeste,PR,33,33,0,0,HOSPITAL GERAL,MUNICIPIO
2590727,411150,Ivaiporã,PR,68,52,30,23,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2591049,410830,Foz do Iguaçu,PR,119,67,48,31,HOSPITAL GERAL,FUNDACAO PRIVADA
2591340,500400,Glória de Dourados,MS,10,6,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2591413,500060,Amambai,MS,1,1,0,0,UNIDADE MISTA,MUNICIPIO
2591774,250570,Dona Inês,PB,8,8,1,1,PRONTO SOCORRO GERAL,MUNICIPIO
2591863,250040,Alagoa Nova,PB,27,27,1,1,UNIDADE MISTA,MUNICIPIO
2592053,250090,Arara,PB,15,15,0,0,HOSPITAL GERAL,MUNICIPIO
2592223,251320,Santa Cruz,PB,13,13,0,0,HOSPITAL GERAL,MUNICIPIO
2592266,250840,Lastro,PB,8,8,2,2,HOSPITAL GERAL,MUNICIPIO
2592363,250480,Coremas,PB,34,34,1,1,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2592460,250430,Catolé do Rocha,PB,28,28,0,0,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2592509,250030,Alagoa Grande,PB,30,30,0,0,HOSPITAL GERAL,MUNICIPIO
2592568,251210,Pombal,PB,57,57,6,0,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2592592,250860,Lucena,PB,2,2,0,0,UNIDADE MISTA,MUNICIPIO
2592746,251370,Santa Rita,PB,67,58,11,9,HOSPITAL ESPECIALIZADO,FUNDACAO PRIVADA
2593262,250750,João Pessoa,PB,122,122,41,41,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2593874,241440,Touros,RN,24,24,0,0,HOSPITAL GERAL,MUNICIPIO
2593912,410830,Foz do Iguaçu,PR,39,19,9,1,HOSPITAL GERAL,SOCIEDADE SIMPLES LIMITADA
2594277,420460,Criciúma,SC,58,58,28,12,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2594358,412810,Umuarama,PR,156,150,0,0,HOSPITAL ESPECIALIZADO,SOCIEDADE EMPRESARIA LIMITADA
2594366,412810,Umuarama,PR,102,71,21,14,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2594714,411520,Maringá,PR,157,76,50,34,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2594838,411520,Maringá,PR,4,4,0,0,CENTRO DE ATENCAO PSICOSSOCIAL,MUNICIPIO
2595125,410650,Coronel Vivida,PR,41,38,2,1,HOSPITAL GERAL,SERVICO SOCIAL AUTONOMO
2595265,411440,Mangueirinha,PR,49,43,2,2,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2596784,420370,Canelinha,SC,13,13,0,0,HOSPITAL GERAL,FUNDACAO MUNICIPAL
2596792,421590,São Bonifácio,SC,27,27,0,0,HOSPITAL GERAL,FUNDACAO PRIVADA
2597322,250750,João Pessoa,PB,14,0,0,0,CLINICA/CENTRO DE ESPECIALIDADE,SOCIEDADE EMPRESARIA LIMITADA
2597586,290682,Canudos,BA,28,28,0,0,HOSPITAL GERAL,MUNICIPIO
2597594,290680,Cansanção,BA,38,38,0,0,HOSPITAL GERAL,MUNICIPIO
2598086,291840,Juazeiro,BA,0,0,0,0,HOSPITAL/DIA - ISOLADO,SOCIEDADE SIMPLES LIMITADA
2598140,293330,Vitória Da Conquista,BA,0,0,0,0,HOSPITAL/DIA - ISOLADO,SOCIEDADE EMPRESARIA LIMITADA
2598183,290840,Conceição Do Coité,BA,46,46,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2598191,293300,Valente,BA,20,20,1,1,HOSPITAL GERAL,MUNICIPIO
2598205,290840,Conceição Do Coité,BA,38,38,1,1,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2598213,290210,Araci,BA,37,37,0,0,HOSPITAL GERAL,MUNICIPIO
2598221,292590,Quijingue,BA,13,13,0,0,HOSPITAL GERAL,MUNICIPIO
2599643,500270,Campo Grande,MS,72,39,8,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2599651,500270,Campo Grande,MS,2,0,0,0,HOSPITAL ESPECIALIZADO,SOCIEDADE EMPRESARIA LIMITADA
2599848,500270,Campo Grande,MS,49,0,22,0,HOSPITAL GERAL,SOCIEDADE SIMPLES PURA
2599856,500270,Campo Grande,MS,58,0,32,0,HOSPITAL GERAL,SOCIEDADE ANONIMA FECHADA
2599899,320450,Santa Leopoldina,ES,25,25,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2599996,500280,Caracol,MS,6,3,1,1,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2600331,251130,Piancó,PB,73,65,20,10,HOSPITAL GERAL,MUNICIPIO
2600390,171670,Colméia,TO,17,17,0,0,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2600420,171420,Natividade,TO,5,5,0,0,HOSPITAL GERAL,MUNICIPIO
2600536,170210,Araguaína,TO,248,248,26,26,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2600609,290850,Conceição Do Jacuípe,BA,27,27,5,5,HOSPITAL GERAL,MUNICIPIO
2600714,292525,Ponto Novo,BA,21,21,0,0,UNIDADE MISTA,MUNICIPIO
2600730,292575,Presidente Tancredo Neves,BA,14,14,0,0,UNIDADE MISTA,MUNICIPIO
2600854,292050,Maracás,BA,42,42,2,2,HOSPITAL GERAL,MUNICIPIO
2600935,292540,Potiraguá,BA,19,19,0,0,HOSPITAL GERAL,MUNICIPIO
2601079,290330,Barro Preto,BA,28,28,0,0,HOSPITAL GERAL,MUNICIPIO
2601117,292500,Planalto,BA,51,51,0,0,HOSPITAL GERAL,MUNICIPIO
2601397,291310,Ibititá,BA,23,22,0,0,HOSPITAL GERAL,SOCIEDADE SIMPLES LIMITADA
2601400,291770,Jaguarari,BA,20,20,0,0,HOSPITAL GERAL,MUNICIPIO
2601427,292750,Santa Bárbara,BA,9,9,0,0,HOSPITAL GERAL,MUNICIPIO
2601567,292630,Riachão Do Jacuípe,BA,32,30,0,0,HOSPITAL GERAL,FUNDACAO PRIVADA
2601575,292240,Mutuípe,BA,40,40,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2601583,292510,Poções,BA,61,61,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2601591,291600,Itanhém,BA,43,41,2,2,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2601613,290730,Castro Alves,BA,22,22,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2601680,291080,Feira De Santana,BA,122,86,18,16,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2601702,292370,Paratinga,BA,28,28,1,1,HOSPITAL GERAL,MUNICIPIO
2601710,290560,Camacan,BA,37,35,0,0,HOSPITAL GERAL,FUNDACAO PRIVADA
2601729,293360,Xique-Xique,BA,72,72,2,2,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2601737,292630,Riachão Do Jacuípe,BA,51,51,5,5,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2601753,290950,Cravolândia,BA,22,22,0,0,HOSPITAL GERAL,MUNICIPIO
2601761,291510,Itagi,BA,6,6,0,0,HOSPITAL GERAL,MUNICIPIO
2601907,290770,Chorrochó,BA,13,13,0,0,CENTRO DE PARTO NORMAL - ISOLADO,MUNICIPIO
2602032,292580,Queimadas,BA,17,17,0,0,HOSPITAL GERAL,MUNICIPIO
2602075,290730,Castro Alves,BA,23,23,0,0,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2602083,291610,Itaparica,BA,40,40,0,0,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2602105,291210,Ibicaraí,BA,24,24,3,0,HOSPITAL GERAL,MUNICIPIO
2602121,291320,Ibotirama,BA,34,34,0,0,HOSPITAL GERAL,MUNICIPIO
2602172,291290,Ibirataia,BA,55,55,0,0,HOSPITAL GERAL,FUNDACAO PRIVADA
2602202,290040,Água Fria,BA,15,15,0,0,HOSPITAL GERAL,MUNICIPIO
2602210,291905,Lajedo Do Tabocal,BA,23,23,0,0,HOSPITAL GERAL,MUNICIPIO
2602490,292400,Paulo Afonso,BA,10,0,0,0,HOSPITAL GERAL,SOCIEDADE SIMPLES LIMITADA
2602563,291010,Dom Basílio,BA,12,12,0,0,HOSPITAL GERAL,MUNICIPIO
2602571,290610,Canápolis,BA,20,20,0,0,HOSPITAL GERAL,MUNICIPIO
2602598,292620,Riachão Das Neves,BA,26,26,0,0,HOSPITAL GERAL,MUNICIPIO
2602601,290850,Conceição Do Jacuípe,BA,49,0,11,0,HOSPITAL/DIA - ISOLADO,SOCIEDADE EMPRESARIA LIMITADA
2602636,292310,Olindina,BA,18,18,2,2,HOSPITAL GERAL,FUNDACAO PRIVADA
2602652,293220,Ubaitaba,BA,76,76,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2602814,291550,Itajuípe,BA,57,57,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2602857,291080,Feira De Santana,BA,53,51,0,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2602865,292905,São Félix Do Coribe,BA,23,0,0,0,HOSPITAL GERAL,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA SIMPLES)
2602881,291670,Itaquara,BA,17,17,1,1,HOSPITAL GERAL,MUNICIPIO
2602938,291080,Feira De Santana,BA,37,13,0,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2603012,292840,Santa Rita De Cássia,BA,18,18,0,0,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2603055,291390,Ipiaú,BA,45,45,4,4,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2603063,291080,Feira De Santana,BA,80,80,0,0,HOSPITAL ESPECIALIZADO,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2603071,290800,Coaraci,BA,35,35,0,0,HOSPITAL GERAL,MUNICIPIO
2603284,292860,Santo Amaro,BA,15,15,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2603292,292860,Santo Amaro,BA,18,14,4,4,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2603691,250070,São João do Rio do Peixe,PB,21,21,0,0,HOSPITAL GERAL,MUNICIPIO
2603748,250440,Conceição,PB,42,42,1,1,HOSPITAL GERAL,MUNICIPIO
2603799,250430,Catolé do Rocha,PB,21,21,0,0,HOSPITAL GERAL,MUNICIPIO
2603802,250630,Guarabira,PB,42,42,8,8,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2604388,510340,Cuiabá,MT,116,8,42,5,HOSPITAL GERAL,SOCIEDADE ANONIMA FECHADA
2604396,510340,Cuiabá,MT,120,120,0,0,HOSPITAL ESPECIALIZADO,ESTADO OU DISTRITO FEDERAL
2604426,510785,São Félix do Araguaia,MT,35,35,0,0,HOSPITAL GERAL,ASSOCIACAO PUBLICA
2604434,510760,Rondonópolis,MT,82,82,39,39,HOSPITAL GERAL,ESTADO OU DISTRITO FEDERAL
2604744,251570,Serra Grande,PB,12,12,0,0,UNIDADE MISTA,MUNICIPIO
2604779,251660,Tavares,PB,20,20,0,0,UNIDADE MISTA,MUNICIPIO
2605384,251430,São José de Caiana,PB,12,12,1,1,UNIDADE MISTA,MUNICIPIO
2605392,251020,Nova Olinda,PB,18,18,0,0,CLINICA/CENTRO DE ESPECIALIDADE,MUNICIPIO
2605414,251080,Patos,PB,16,16,39,26,HOSPITAL ESPECIALIZADO,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2605430,250010,Água Branca,PB,16,16,0,0,UNIDADE MISTA,MUNICIPIO
2605449,251490,São Mamede,PB,23,23,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2605473,251080,Patos,PB,137,137,6,6,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2605481,251080,Patos,PB,65,65,8,2,HOSPITAL ESPECIALIZADO,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2609363,220120,Barras,PI,3,0,0,0,HOSPITAL GERAL,EMPRESARIO (INDIVIDUAL)
2609673,220700,Oeiras,PI,27,21,0,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2611058,230205,Barroquinha,CE,7,7,0,0,HOSPITAL GERAL,MUNICIPIO
2611201,230185,Banabuiú,CE,14,14,0,0,HOSPITAL GERAL,MUNICIPIO
2611295,230428,Eusébio,CE,38,38,0,0,HOSPITAL GERAL,MUNICIPIO
2611309,230540,Icó,CE,41,39,0,0,HOSPITAL GERAL,MUNICIPIO
2611465,230090,Apuiarés,CE,9,9,0,0,HOSPITAL GERAL,MUNICIPIO
2611481,231270,Senador Pompeu,CE,41,41,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2611635,230250,Brejo Santo,CE,57,54,4,4,HOSPITAL ESPECIALIZADO,FUNDACAO PRIVADA
2611643,230300,Caridade,CE,17,17,0,0,HOSPITAL GERAL,MUNICIPIO
2611686,230440,Fortaleza,CE,156,34,54,28,HOSPITAL ESPECIALIZADO,ASSOCIACAO PRIVADA
2611864,251630,Sumé,PB,33,33,0,0,HOSPITAL GERAL,MUNICIPIO
